,latitude,longitude,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds_x,funding_total_usd_x,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status_4,acq_amount,rela_sequence
12,32.901049,117.192656,1.0329,1.0329,1.4575,2.2055,5,1,2600000.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1,2,10000000.0,6
13,32.901049,117.192656,1.0329,1.0329,1.4575,2.2055,5,1,2600000.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1,2,10000000.0,1
14,32.901049,117.192656,1.0329,1.0329,1.4575,2.2055,5,1,2600000.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1,2,10000000.0,2
15,32.901049,117.192656,1.0329,1.0329,1.4575,2.2055,5,1,2600000.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1,2,10000000.0,6
16,32.901049,117.192656,1.0329,1.0329,1.4575,2.2055,5,1,2600000.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1,2,10000000.0,5
17,37.320309,122.05004,3.1315,5.3151,6.0027,6.0027,5,3,40000000.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.3333,1,2,47000000.0,1
18,37.320309,122.05004,3.1315,5.3151,6.0027,6.0027,5,3,40000000.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.3333,1,2,47000000.0,4
19,37.320309,122.05004,3.1315,5.3151,6.0027,6.0027,5,3,40000000.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.3333,1,2,47000000.0,4
20,37.320309,122.05004,3.1315,5.3151,6.0027,6.0027,5,3,40000000.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.3333,1,2,47000000.0,21
21,37.320309,122.05004,3.1315,5.3151,6.0027,6.0027,5,3,40000000.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.3333,1,2,47000000.0,9
22,37.3915589,122.0702643,1.7205,5.211,3.0,6.6082,6,3,26000000.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,2,0.0,1
23,37.3915589,122.0702643,1.7205,5.211,3.0,6.6082,6,3,26000000.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,2,0.0,1
24,37.3915589,122.0702643,1.7205,5.211,3.0,6.6082,6,3,26000000.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,2,0.0,1
25,37.3915589,122.0702643,1.7205,5.211,3.0,6.6082,6,3,26000000.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,2,0.0,1
26,37.3915589,122.0702643,1.7205,5.211,3.0,6.6082,6,3,26000000.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,2,0.0,13
27,37.3915589,122.0702643,1.7205,5.211,3.0,6.6082,6,3,26000000.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,2,0.0,3
28,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
29,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
30,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
31,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
32,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
33,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
34,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
35,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
36,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
37,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
38,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
39,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
40,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
41,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
42,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
43,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
44,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,3
45,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
46,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,3
47,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
48,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,1
49,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,3
50,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,15
51,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,16
52,38.057107,122.513742,1.6466,6.7616,5.6055,7.3616,25,3,34100000.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1,2,173000000.0,2
53,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,1
54,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,1
55,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,16
56,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,1
57,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,1
58,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,3
59,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,4
60,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,5
61,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,2
62,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,1
63,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,7
64,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,6
65,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,2
66,37.427235,122.145783,1.6712,4.6849,2.9178,6.1151,14,3,5750000.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1,2,0.0,2
67,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,4
68,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,1
69,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,1
70,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,1
71,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,1
72,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,1
73,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,1
74,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,2
75,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,1
76,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,5
77,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,6
78,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,3
79,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,13
80,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,4
81,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,3
82,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,4
83,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,1
84,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,1
85,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,4
86,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,1
87,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,3
88,37.4429885,122.1624131,4.6274,9.4493,10.1342,10.6493,22,3,27500000.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,2,240000000.0,1
89,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,2
90,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,3
91,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,1
92,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,6
93,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,1
94,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,2
95,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,1
96,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,1
97,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,1
98,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,4
99,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,4
100,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,1
101,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,2
102,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,2
103,40.70276,73.98666800000002,0.0192,2.4356,0.7945,4.3781,15,3,9950000.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1,2,0.0,1
104,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,1
105,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,2
106,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,6
107,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,1
108,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,13
109,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,18
110,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,3
111,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,4
112,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,7
113,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,3
114,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,4
115,39.74627279999999,104.9911572,4.6658,8.9973,8.8384,8.8384,12,5,10700000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,2,0.0,18
116,37.590339,122.341715,4.5918,7.1726,-0.4986,12.6795,7,4,25000000.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3.5,1,2,0.0,2
117,37.590339,122.341715,4.5918,7.1726,-0.4986,12.6795,7,4,25000000.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3.5,1,2,0.0,1
118,37.590339,122.341715,4.5918,7.1726,-0.4986,12.6795,7,4,25000000.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3.5,1,2,0.0,1
119,37.590339,122.341715,4.5918,7.1726,-0.4986,12.6795,7,4,25000000.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3.5,1,2,0.0,1
120,37.590339,122.341715,4.5918,7.1726,-0.4986,12.6795,7,4,25000000.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3.5,1,2,0.0,1
121,37.590339,122.341715,4.5918,7.1726,-0.4986,12.6795,7,4,25000000.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3.5,1,2,0.0,1
122,37.590339,122.341715,4.5918,7.1726,-0.4986,12.6795,7,4,25000000.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3.5,1,2,0.0,1
123,40.730646,73.986614,0.7425,1.5808,1.2849,3.0027,10,3,4575000.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,1,2,100000000.0,2
124,40.730646,73.986614,0.7425,1.5808,1.2849,3.0027,10,3,4575000.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,1,2,100000000.0,1
125,40.730646,73.986614,0.7425,1.5808,1.2849,3.0027,10,3,4575000.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,1,2,100000000.0,2
126,40.730646,73.986614,0.7425,1.5808,1.2849,3.0027,10,3,4575000.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,1,2,100000000.0,5
127,40.730646,73.986614,0.7425,1.5808,1.2849,3.0027,10,3,4575000.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,1,2,100000000.0,1
128,40.730646,73.986614,0.7425,1.5808,1.2849,3.0027,10,3,4575000.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,1,2,100000000.0,2
129,40.730646,73.986614,0.7425,1.5808,1.2849,3.0027,10,3,4575000.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,1,2,100000000.0,4
130,40.730646,73.986614,0.7425,1.5808,1.2849,3.0027,10,3,4575000.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,1,2,100000000.0,2
131,40.730646,73.986614,0.7425,1.5808,1.2849,3.0027,10,3,4575000.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,1,2,100000000.0,2
